statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-C58;Malignant neoplasm of placenta;178;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-T22;Burn,corros.of shoulder,upper limb (ex.wrist,hand);2680;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-T55;Toxic effect of soaps and detergents;358;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-G22;Parkinsonism in diseases classified elsewhere;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-D86;Sarcoidosis;9003;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-M32;Systemic lupus erythematosus;3989;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-I10;Essential (primary) hypertension;224115;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Z65;Problems rel. to other psychosocial circumstances;40;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-L26;Exfoliative dermatitis;13;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-H22;Disorders of iris and ciliary body in dis.cl.el.;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-N60;Benign mammary dysplasia;2179;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-S16;Injury of muscle and tendon at neck level;107;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-K70;Alcoholic liver disease;37428;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Q36;Cleft lip;316;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-B20;HIV disease res. in infectious, parasitic diseases;258;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-N46;Male infertility;194;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-C39;Malig.neopl. of ill-def. sites in resp. system etc;42;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-I50;Heart failure;446814;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-A90;Dengue fever (classical dengue);-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Z65;Problems rel. to other psychosocial circumstances;43;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-O32;Maternal care for malpresentation of fetus;14993;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-M06;Other rheumatoid arthritis;16525;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-E53;Deficiency of other B group vitamins;1828;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-E86;Volume depletion;107764;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-S21;Open wound of thorax;652;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-T48;Pois. by agents act. on skeletal muscles,resp.sys.;138;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-P52;Intracranial nontraum. haemorrh. of fetus, newborn;146;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-F73;Profound mental retardation;136;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-I49;Other cardiac arrhythmias;55941;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-K26;Duodenal ulcer;24689;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-H50;Other strabismus;6061;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-S28;Crushing injury of thorax,traumatic amput.of thor.;5;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Q80;Congenital ichthyosis;153;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-A97;Dengue;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-O65;Obstructed labour due to maternal pelvic abnorm.;11450;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-D66;Hereditary factor VIII deficiency;173;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-G02;Meningitis in other infectious,parasitic diseases;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-D47;Other neopl.of uncert.behav.of lymph.,hematop.tis.;5476;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-N45;Orchitis and epididymitis;14011;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-T41;Poisoning by anaesthetics and therapeutic gases;23;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-N26;Unspecified contracted kidney;466;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-F81;Specific develop. disorders of scholastic skills;95;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-H42;Glaucoma in diseases classified elsewhere;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-B00;Herpes-viral (herpes simplex) infections;4980;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-P71;Transitory neonatal dis. of calcium,magn. metabol.;38;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-F92;Mixed disorders of conduct and emotions;5771;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-A39;Meningococcal infection;303;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-R15;Fecal incontinence;1888;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-S36;Injury of intra-abdominal organs;6052;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-B67;Echinococcosis;533;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2019;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Z73;Problems related to life-management difficulty;115;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-P60;Disseminated intravascular coagulation of newborn;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-I70;Atherosclerosis;177415;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-R92;Abnormal findings on diagnostic imaging of breast;450;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-A71;Trachoma;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-D41;Neoplasm of uncertain behaviour of urinary organs;7849;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-I30;Acute pericarditis;2658;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-T67;Effects of heat and light;683;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-J90;Pleural effusion, n.e.c.;12837;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-O46;Antepartum haemorrhage, n.e.c.;7296;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-K50;Crohn's disease (regional enteritis);25783;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-G10;Huntington's disease;471;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-E72;Other disorders of amino-acid metabolism;362;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-G09;Sequelae of inflamm. diseases of central nerv.sys.;1;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-B26;Mumps;28;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2019;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-J84;Other interstitial pulmonary diseases;20961;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-S10;Superficial injury of neck;1264;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-N86;Erosion and ectropion of cervix uteri;66;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-I62;Other nontraumatic intracranial haemorrhage;8844;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-C13;Malignant neoplasm of hypopharynx;8020;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-D33;Benign neopl.of brain,oth.parts of centr.nerv.sys.;4342;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-M66;Spontaneous rupture of synovium and tendon;3303;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-D52;Folate deficiency anaemia;1965;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-J82;Pulmonary eosinophilia, n.e.c.;480;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-L70;Acne;285;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-E61;Deficiency of other nutrient elements;324;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Q91;Edwards' syndrome and Patau's syndrome;75;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Z98;Other postsurgical states;71;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-E80;Disorders of porphyrin and bilirubin metabolism;403;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-T56;Toxic effect of metals;56;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-F99;Mental disorder, not otherwise specified;521;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-R01;Cardiac murmurs and other cardiac sounds;298;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-B07;Viral warts;1086;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Q72;Reduction defects of lower limb;713;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-C46;Kaposi's sarcoma;289;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-H10;Conjunctivitis;542;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-K00;Disorders of tooth development and eruption;189;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-K63;Other diseases of intestine;29547;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-D21;Other benign neopl.of connective,other soft tissue;2915;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-C61;Malignant neoplasm of prostate;97872;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-H17;Corneal scars and opacities;1007;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-T76;Unspecified damage due to external causes;5;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-M01;Direct infect.of joint in infect.,paras.dis.cl.el.;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-N32;Other disorders of bladder;14808;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2019;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-B35;Dermatophytosis;510;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-G57;Mononeuropathies of lower limb;3875;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Z97;Presence of other devices;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-L91;Hypertrophic disorders of the skin;1516;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-F29;Unspecified nonorganic psychosis;417;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-S48;Traumatic amputation of shoulder and upper arm;27;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Z20;Contact with and exposure to communicable diseases;633;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-O60;Preterm labour and delivery;22290;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Q80;Congenital ichthyosis;135;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-F80;Specific develop. disorders of speech and language;1215;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-H10;Conjunctivitis;401;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-J43;Emphysema;2944;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-B41;Paracoccidioidomycosis;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2019;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-A15;Respiratory tuberculosis, bact.a.histol. confirmed;3786;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-N40;Hyperplasia of prostate;65200;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-B27;Infectious mononucleosis;8944;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-T68;Hypothermia;1296;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-E41;Nutritional marasmus;537;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-P60;Disseminated intravascular coagulation of newborn;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-E60;Dietary zinc deficiency;2;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2019;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-C55;Malignant neoplasm of uterus, part unspecified;1053;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-M12;Other specific arthropathies;1692;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-L83;Acanthosis nigricans;25;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-N21;Calculus of lower urinary tract;4662;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-I23;Certain curr.complic.follow. acute myocardial inf.;174;number;GES025;Patients discharged from hospital;e
