statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Q31;Congenital malformations of larynx;676;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-B82;Unspecified intestinal parasitism;27;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Q98;Other sex chromo. abnorm., male phenotype n.e.c.;14;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-R32;Unspecified urinary incontinence;730;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-F78;Other mental retardation;69;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-F45;Somatoform disorders;48437;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Q12;Congenital lens malformations;528;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-P52;Intracranial nontraum. haemorrh. of fetus, newborn;138;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-L88;Pyoderma gangrenosum;1677;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2019;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-G73;Disorders of myoneural junction,muscle, dis.cl.el.;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-U27;Unoccupied key number;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-O24;Diabetes mellitus in pregnancy;10092;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-N95;Menopausal and other perimenopausal disorders;6662;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-R51;Headache;20460;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2019;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Q79;Congenital malform. of musculoskeletal sys. n.e.c.;842;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-J22;Unspecified acute lower respiratory infection;32343;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-B74;Filariasis;5;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-J92;Pleural plaque;154;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Z04;Examination and observation for other reasons;4985;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-N88;Other noninflammatory disorders of cervix uteri;748;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-C82;Follicular lymphoma;8323;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-G45;Transient cerebral ischaemic attacks,rel.syndromes;111713;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Q24;Other congenital malformations of heart;649;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-I22;Subsequent myocardial infarction;178;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-M61;Calcification and ossification of muscle;494;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-R52;Pain, n.e.c.;8825;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-H73;Other disorders of tympanic membrane;285;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-U21;Unoccupied key number;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-R77;Other abnormalities of plasma proteins;1663;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-K02;Dental caries;6724;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-L41;Parapsoriasis;230;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-D59;Acquired hemolytic anaemia;2939;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-T92;Sequelae of injuries of upper limb;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2019;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Z12;Special screening examination for neoplasms;465;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-P37;Other congenital infectious and parasitic diseases;3581;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-F25;Schizoaffective disorders;29519;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Q32;Congenital malformations of trachea and bronchus;336;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-G53;Cranial nerve disorders in diseases class. elsew.;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-P04;Newborn aff. by noxious influences transm. via pl.;887;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-S97;Crushing injury of ankle and foot;176;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-U13;Unoccupied key number;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-B43;Chromomycosis and pheomycotic abscess;2;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-M18;Arthrosis of first carpometacarpal joint;8711;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-C39;Malig.neopl. of ill-def. sites in resp. system etc;24;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-J42;Unspecified chronic bronchitis;2434;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2019;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-L89;Decubitus ulcer;14708;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-L22;Diaper (napkin) dermatitis;180;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Q38;Other congenital malform. of tongue,mouth,pharynx;1327;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-F33;Recurrent depressive disorder;149091;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-P78;Other perinatal digestive system disorders;434;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Z57;Occupational exposure to risk-factors;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-P11;Other birth injuries to central nervous system;23;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-M42;Spinal osteochondrosis;27824;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-L82;Seborrheic keratosis;415;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-S91;Open wound of ankle and foot;1691;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-G64;Other disorders of peripheral nervous system;25;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-U39;Unoccupied key number;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-R63;Symptoms and signs concerning food a. fluid intake;13875;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-S64;Injury of nerves at wrist and hand level;3116;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-U28;Unoccupied key number;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-B69;Cysticercosis;10;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-E13;Other specified diabetes mellitus;4959;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-J34;Other disorders of nose and nasal sinuses;54783;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-K62;Other diseases of anus and rectum;22066;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-I28;Other diseases of pulmonary vessels;364;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Z49;Care involving dialysis;388;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-F44;Dissociative (conversion) disorders;9410;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-G72;Other myopathies;2264;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-N81;Female genital prolapse;33565;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-S83;Disloc.,sprain,strain of joints, ligaments of knee;38277;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-I09;Other rheumatic heart diseases;286;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-B19;Unspecified viral hepatitis;66;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-A23;Brucellosis;150;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-N62;Hypertrophy of breast;7725;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2019;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-N19;Unspecified renal failure;1135;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2019;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-K43;Ventral hernia;53510;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-A42;Actinomycosis;209;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-T01;Open wounds involving multiple body regions;75;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-S72;Fracture of femur;188490;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-D18;Hemangioma and lymphangioma, any site;7244;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-R44;Other symptoms inv. general sensations,perceptions;795;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-E05;Thyrotoxicosis (hyperthyroidism);33641;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-M72;Fibroblastic disorders;10037;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-J09;Influenza - ident. zoonotic/pandemic infl. virus;4047;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Z48;Other surgical follow-up care;476;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-E53;Deficiency of other B group vitamins;1146;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-I49;Other cardiac arrhythmias;47329;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-M88;Paget's disease of bone (osteitis deformans);62;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-N99;Postprocedural disord. of genitourinary sys.n.e.c.;11111;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-N83;Noninflamm.disord.of ovary,fallopian tube,broad l.;40438;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-R63;Symptoms and signs concerning food a. fluid intake;18863;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-U48;Unoccupied key number;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-R72;Abnormality of white blood cells, n.e.c.;73;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-I99;Other and unspec. disorders of circulatory system;1179;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-I83;Varicose veins of lower extremities;88561;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-K13;Other diseases of lip and oral mucosa;2182;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-L68;Hypertrichosis;7;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-L52;Erythema nodosum;582;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-K29;Gastritis and duodenitis;136936;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-R79;Other abnormal findings of blood chemistry;1264;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-T09;Other injuries of spine and trunk, level unspec.;611;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2019;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Z39;Postpartum care and examination;3721;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-J02;Acute pharyngitis;3030;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Q43;Other congenital malformations of intestine;2064;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-S92;Fracture of foot, except ankle;18847;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-U32;Unoccupied key number;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-G52;Disorders of other cranial nerves;567;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-U13;Unoccupied key number;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-O09;Length of pregnancy;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-Z82;Family history of certain disab., chronic diseases;75;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-A89;Unspec. viral infection of central nervous system;6;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-G09;Sequelae of inflamm. diseases of central nerv.sys.;2;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-F13;Mental,behav.disorders due to sedatives, hypnotics;10134;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-J69;Pneumonitis due to solids and liquids;35146;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-D33;Benign neopl.of brain,oth.parts of centr.nerv.sys.;4100;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2022;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-S08;Traumatic amputation of part of head;722;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-P22;Respiratory distress of newborn;18758;number;GES025;Patients discharged from hospital;e
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-G59;Mononeuropathy in diseases classified elsewhere;-;number;GES025;Patients discharged from hospital;
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;ICD10C;ICD-10 (3-digit codes) main diagnosis;ICD10-B09;Unspec. viral infect.ch.by skin,mucous membr.les.;308;number;GES025;Patients discharged from hospital;e
